"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"885","1 Lincoln St, Boston, MA","913","0 Petrel Street, Winthrop","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1644,1137,2375
"885","1 Lincoln St, Boston, MA","915","Head Island Causeway, South Boston, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",850,511,1413
"885","1 Lincoln St, Boston, MA","916","0 Lee Burbank Highway, Revere","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1296,835,2011
"885","1 Lincoln St, Boston, MA","917","Emerald Necklace, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1449,1045,2008
"885","1 Lincoln St, Boston, MA","927","0 Mill River Drive, Weymouth","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2282,1609,3236
"885","1 Lincoln St, Boston, MA","930","0 Constitution Avenue, Revere","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1321,867,2011
"885","1 Lincoln St, Boston, MA","940","0 Groton Place, Oak Hill, Worcester","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3775,3205,4446
"885","1 Lincoln St, Boston, MA","941","0 Providence Street, Union HIll, Worcester","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4078,3252,5112
"885","1 Lincoln St, Boston, MA","942","0 Sterling Street, Worcester","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3895,3106,4883
"885","1 Lincoln St, Boston, MA","943","Jefferson Saint Extension, Fall River","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4876,4015,5920
"885","1 Lincoln St, Boston, MA","944","100 Cliff Road, Wellesley Hills, Wellesley","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1814,1319,2493
"885","1 Lincoln St, Boston, MA","945","0 Depot Road, Harvard","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3436,2785,4237
"885","1 Lincoln St, Boston, MA","949","0 Pleasant Street, Auburn","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3744,3051,4594
"885","1 Lincoln St, Boston, MA","951","0 Montgomery Drive, Millbury","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3395,2718,4240
"885","1 Lincoln St, Boston, MA","952","0 Potter Hill Road, Grafton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3526,2998,4146
"885","1 Lincoln St, Boston, MA","954","100 West Street, Northborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3350,2675,4194
"885","1 Lincoln St, Boston, MA","955","100 Somerset Avenue, Winthrop","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1720,1335,2215
"885","1 Lincoln St, Boston, MA","956","0 Lyman Street, Northborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3211,2671,3859
"885","1 Lincoln St, Boston, MA","957","0 Bowman Street, Westborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2947,2286,3797
"885","1 Lincoln St, Boston, MA","958","0 Brooks Street, Upton-West Upton, Upton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3122,2362,4124
"885","1 Lincoln St, Boston, MA","959","0 Industrial Road, Milford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3335,2660,4181
"885","1 Lincoln St, Boston, MA","962","0 Providence Road, North Grafton, Grafton","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3241,2572,4083
"885","1 Lincoln St, Boston, MA","963","0 Packet Landing Way, West Barnstable, Barnstable","5/28/2017 - 8/26/2017, Weekdays, PM Peak",5586,4790,6514
"885","1 Lincoln St, Boston, MA","965","200 River Road, Winthrop","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1675,1307,2146
"885","1 Lincoln St, Boston, MA","966","100 Discovery Hill Road, East Sandwich, Sandwich","5/28/2017 - 8/26/2017, Weekdays, PM Peak",5170,4380,6101
"885","1 Lincoln St, Boston, MA","968","800 School Street, Mansfield","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3675,2761,4890
"885","1 Lincoln St, Boston, MA","969","400 Ware Street, Mansfield","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4138,3034,5642
"885","1 Lincoln St, Boston, MA","978","100 Common Lane, Beverly","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3150,2524,3930
"885","1 Lincoln St, Boston, MA","980","0 Danton Drive, Methuen","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3185,2325,4361
"885","1 Lincoln St, Boston, MA","982","Vireo Loop, Marblehead","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3277,2759,3891
"885","1 Lincoln St, Boston, MA","983","200 Lynnway, Lynn","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2420,1807,3240
"885","1 Lincoln St, Boston, MA","984","0 D'Orlando Way, Danvers","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2854,2102,3873
"885","1 Lincoln St, Boston, MA","986","0 Harvard Avenue, West Medford, Medford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1643,1111,2428
"885","1 Lincoln St, Boston, MA","995","200 Billerica Road, Chelmsford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3090,2308,4135
"885","1 Lincoln St, Boston, MA","996","Royal Plaza Drive, Marlborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3081,2396,3960
"885","1 Lincoln St, Boston, MA","998","0 Evergreen Avenue, Burlington","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2484,1978,3119
"885","1 Lincoln St, Boston, MA","999","100 Main Street, Wakefield","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2041,1423,2926
"885","1 Lincoln St, Boston, MA","1000","0 Centre Street, Malden","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1861,1324,2615
"885","1 Lincoln St, Boston, MA","1001","0 Sargent Street, Malden","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1872,1281,2735
"885","1 Lincoln St, Boston, MA","1002","500 Assembly Row, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",952,579,1564
"885","1 Lincoln St, Boston, MA","1003","0 Packard Avenue, Tufts, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1785,1343,2372
"885","1 Lincoln St, Boston, MA","1004","0 Linden Avenue, Spring Hill, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1722,1283,2309
